Z,N,symb,radius, unc, energy, unc, jp, half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quad , unc,Qb-,unc,Qb- n,unc,Qa, unc, Qec, unc,Sn,unc, Sp,unc,Binding/A,unc,atomic mass, unc, mass excess,unc
61,92,Pm,,,0.0,0.0,5/2-, ,5.25,2,M,315.0,1.2,B-,100.0,0.0, , , , , , , , , , , ,1911.862,9093,-3956.54,9,-2033.37,13,-3317.527,9,7464.96,27,7787.39,26,8221.152,59,152924156.436,9732,-70647.824,9066,
61,93,Pm,,,0.0,0.0,(3 4), ,2.68,7,M,160.8,4.2,B-,100.0,0.0, , , , , , , , , , , ,3943.2,46303,-4023.61,46,-2636.41,47,-2687.0,70,5935.47,47,8470.65,46,8206.31,301,153926449.364,49733,-68511.976,46326,
61,94,Pm,,,0.0,0.0,5/2-, ,41.5,2,S,41.5,0.2,B-,100.0,0.0, , , , , , , , , , , ,3250.888,4946,-2556.07,5,-2585.22,13,-4656.207,10,6499.27,47,8403.93,53,8195.296,30,154928137.024,5065,-66939.931,4718,
61,95,Pm,,,0.0,0.0,4(+), ,26.70,10,S,26.7,0.1,B-,100.0,0.0, , , , , , , , , , , ,5196.786,9285,-2044.14,4,-2830.5,19,-3690.0,200,5295.03,6,9168.89,10,8176.705,23,155931117.49,3897,-64163.644,3631,
61,96,Pm,,,0.0,0.0,(5/2-), ,10.56,10,S,10.56,0.1,B-,100.0,0.0, , , , , , , , , , , ,4380.534,8265,-1007.93,11,-3153.5,14,-5835.5,26,6204.72,8,9112.37,200,8164.145,45,156933121.37,7521,-62297.043,7006,
61,97,Pm,,,0.0,0.0, , ,4.8,5,S,4.8,0.5,B-,100.0,0.0, , , , , , , , , , , ,6161.034,14299,-482.95,14,-3409.15,114,-5034.209,200,4863.48,15,9916.64,28,8143.254,85,157936565.121,14442,-59089.209,13453,
61,98,Pm,,,0.0,0.0, , ,1.5,2,S,1.5,0.2,B-,100.0,0.0, , , , , , , , , , , ,5653.495,11644,624.65,11,-3563.93,20,-6747.28,300,5536.39,17,9789,201,8126.859,63,158939286.479,10777,-56554.280,10039,
61,99,Pm,,,0.0,0.0, ,GT,160, ,NS,1.6E-7,5.0E15,B-N,-1.0,0.0,B-,-1.0,0.0, , , , , , , , ,7233,200,1134,200,-3859,283,-5868.0,361,4519,201,10484,361,8104,1,159943100,215,-53002,200,
61,100,Pm,,,0.0,0.0, ,GT,160, ,NS,1.6E-7,5.0E15,B-,-1.0,0.0,B-N,-1.0,0.0, , , , , , , , ,6436,298,1928,298,-4120,423,-7647.0,499,5305,359,10391,423,8087,2,160946070,320,-50235,298,
62,67,SM,,,0.0,0.0,(1/2+ 3/2+), ,0.55,10,S,0.55,0.1,EC+B+,100.0,0.0,ECP,0.0,0.0, , , , , , , , ,,,,,3174,641,10881.0,582,11401,707,1503,582,8021,4,128954911,537,-42000,500,
62,68,Sm,,,0.0,0.0,0+, , , , , , ,EC+B+,-1.0,0.0, , , , , , , , , , , ,-13823,641,,,3062,499,7890.0,446,13577,641,1914,499,8064,3,129949000,430,-47506,401,
62,69,Sm,,,0.0,0.0, , ,1.2,2,S,1.2,0.2,EC+B+,100.0,0.0,ECP,0.0,0.0, , , , , , , , ,-10863,566,-24521,641,2978,499,9527.0,448,10698,566,2026,446,8084,3,130946180,430,-50133,401,
62,70,Sm,,,0.0,0.0,0+, ,4.0,3,S,4.0,0.3,EC+B+,100.0,0.0,ECP,-1.0,0.0, , , , , , , , ,-12879,499,-23880,499,2810,357,6549.0,333,13018,499,2708,359,8121,2,131940870,320,-55079,298,
62,71,Sm,,,0.0,0.0,(5/2+), ,2.89,16,S,2.89,0.16,EC+B+,100.0,0.0,ECP,0.0,0.0, , , , , , , , ,-9995,422,-23102,499,2659,360,8176.646,302,10223,422,2892,333,8137,2,132938560,320,-57231,298,
62,72,Sm,,,0.0,0.0,0+, ,9.5,8,S,9.5,0.8,EC+B+,100.0,0.0, , , , , , , , , , , ,-11448,357,-22211,357,2795,198,5362.751,204,12216,357,3257,202,8167,1,133934110,210,-61376,196,
62,73,Sm,,,0.0,0.0,(3/2+ 5/2+), ,10.3,5,S,10.3,0.5,EC+B+,100.0,0.0,ECP,0.02,0.01, , , , , , , , ,-8709,249,-21000,336,2485.9,157,7194.86,172,9552,249,3407.44,165,8177.626,1145,134932520,166000,-62857.215,154628,
62,74,Sm,,,0.0,0.0,0+, ,47,2,S,47.0,2.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-10567,196,-20734,196,2190,27,4359.025,70,12024.99,155,4047.79,76,8205.916,92,135928275.555,13416,-66810.890,12497,
62,75,Sm,,,0.0,0.0,(9/2-), ,45,1,S,45.0,1.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-7880.63,42620,-19854,200,1880.93,63,6046.323,44,9286.95,44,4145.58,81,8213.806,309,136926970.517,45512,-68026.525,42395,
62,76,Sm,4.9599,34,0.0,0.0,0+, ,3.1,2,M,186.0,12.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-9748.093,30341,-19423.18,13,1723.75,17,3442.721,30,11542.55,44,4713.89,18,8237.928,86,137923243.99,12686,-71497.762,11817,
62,77,Sm,4.9556,34,0.0,0.0,1/2+, ,2.57,10,M,154.2,6.0,EC+B+,100.0,0.0, , , , , , , ,-0.534, , , ,-6982.177,17071,-18701.87,30,1408.47,22,5120.262,17,8953.77,16,4728.71,30,8243.078,78,138922296.634,11684,-72380.219,10884,
62,78,Sm,4.9565,34,0.0,0.0,0+, ,14.82,12,M,889.2,7.2,EC+B+,100.0,0.0, , , , , , , , , , , ,-8470,50000,-18129.21,18,1318.44,17,2757.777,27,11147.03,17,5244.42,18,8263.82,89,139918994.717,13416,-75455.935,12497,
62,79,Sm,4.9517,34,0.0,0.0,1/2+, ,10.2,2,M,612.0,12.0,EC+B+,100.0,0.0, , , , , , , ,-0.74, , , ,-6008.28,14285,-17019.29,52,1225.74,15,4589.012,16,8549.29,15,5009.17,26,8265.845,61,140918481.591,9167,-75933.909,8539,
62,80,Sm,4.9518,34,0.0,0.0,0+, ,72.49,5,M,4349.4,3.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-7673,30000,-17132.16,13,606.92,12,2155.574,24,11123.88,9,5752.52,14,8285.972,22,141915204.532,3305,-78986.470,3079,
62,81,Sm,4.9479,34,0.0,0.0,3/2+, ,8.75,6,M,525.0,3.6,EC+B+,100.0,0.0, , , , , , , ,1.01, ,0.41, ,-5275.851,11338,-16275.00,30,71.87,28,3443.499,4,8602.00,4,5664.08,24,8288.182,20,142914634.821,3010,-79517.152,2804,
62,82,Sm,4.9524,34,0.0,0.0,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-6346.402,10814,-15795.55,11,-131.54,4,-549.442,3,10519.70,235,6293.86,271,8303.679,11,143912006.373,1668,-81965.535,1554,
62,83,Sm,4.9651,34,0.0,0.0,7/2-, ,340,3,D,2.9376E7,259200.0,EC,100.0,0.0, , , , , , , ,-1.11, ,-0.6, ,-2659.81,2723,-13103.50,11,1116.4,3,616.156,3,6757.10,30,6524.20,267,8293.013,11,144913417.244,1694,-80651.318,1578,
62,84,Sm,4.9808,35,0.0,0.0,0+, ,6.8E+7,7,Y,2.1459168E15,2.209032E14,A,100.0,0.0, , , , , , , , , , , ,-3878.768,5869,-11076.12,4,2528.76,281,-1542.0,5,8416.31,285,7017.81,4,8293.857,21,145913046.881,3319,-80996.309,3092,
62,85,Sm,4.9892,35,0.0,0.0,7/2-, ,1.060E11,11,Y,3.3451056E18,3.471336E16,A,100.0,0.0, , , , , , , ,-0.8148, ,-0.261, ,-1721.598,2281,-10220.13,6,2310.96,35,-224.094,1959,6341.36,283,7101.02,4,8280.575,9,146914904.064,1473,-79266.354,1372,
62,86,Sm,5.0042,34,0.0,0.0,0+, ,7E+15,3,Y,2.209032E23,9.46728E22,A,100.0,0.0, , , , , , , , , , , ,-3036.933,10019,-9862.83,229,1986.78,36,-2470.548,6,8141.23,26,7582.97,38,8279.633,9,147914829.012,1467,-79336.264,1367,
62,87,Sm,5.0134,35,0.0,0.0,7/2-, ,STABLE, , , , , , , , , , , , , , ,-0.6677, ,0.078, ,-694.625,3788,-8907.72,10,1871.3,96,-1071.481,2619,5870.79,89,7558.99,6,8263.466,9,148917191.375,1407,-77135.737,1311,
62,88,Sm,5.0387,47,0.0,0.0,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-2258.905,6181,-8681.34,4,1449.81,96,-3454.0,20,7986.72,38,8275.85,191,8261.621,9,149917282.195,1368,-77051.139,1274,
62,89,Sm,5.0550,57,0.0,0.0,5/2-, ,90,8,Y,2.840184E9,2.524608E8,B-,100.0,0.0, , , , , , , ,-0.3611, ,0.71, ,76.574,538,-7855.36,6,1145.55,96,-1190.216,5,5596.46,11,8268.11,20,8243.971,8,150919939.066,1367,-74576.279,1273,
62,90,Sm,5.0819,60,0.0,0.0,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-1874.348,687,-8181.07,69,220.48,194,-3508.417,26,8257.64,61,8665.51,5,8244.061,8,151919739.04,1301,-74762.603,1212,
62,91,Sm,5.0925,68,0.0,0.0,3/2+, ,46.284,4,H,166622.4,14.4,B-,100.0,0.0, , , , , , , ,-0.0216, ,1.26, ,807.536,708,-7742.75,70,-609.14,194,-1911.862,9,5868.40,13,8594.47,26,8228.534,8,152922103.969,1309,-72559.686,1219,
62,92,Sm,5.1053,67,0.0,0.0,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-717.056,1103,-7159.27,108,-1200.34,105,-3943.2,46,7966.81,85,9096.32,9,8226.835,9,153922216.164,1569,-72455.176,1462,
62,93,Sm,,,0.0,0.0,3/2-, ,22.3,2,M,1338.0,12.0,B-,100.0,0.0, , , , , , , , , ,1.13, ,1627.273,1202,-6524.02,112,-1672.75,109,-3250.888,5,5806.96,27,8967.81,46,8211.223,10,154924647.051,1595,-70190.819,1487,
62,94,Sm,,,0.0,0.0,0+, ,9.4,2,H,33840.0,720.0,B-,100.0,0.0, , , , , , , , , , , ,722.118,7902,-5613.66,8,-1635.94,26,-5196.786,9,7240.93,9,9709.47,10,8205.003,55,155925538.511,9174,-69360.430,8546,
62,95,Sm,,,0.0,0.0,(3/2-), ,8.03,7,M,481.8,4.2,B-,100.0,0.0, , , , , , , , , , , ,2781.331,6136,-4666.35,6,-1772.2,5,-4380.534,8,5388.46,10,9802.90,6,8187.063,28,156928418.673,4759,-66677.577,4433,
62,96,Sm,,,0.0,0.0,0+, ,5.30,3,M,318.0,1.8,B-,100.0,0.0, , , , , , , , , , , ,2004.945,10369,-3862.65,6,-1850.18,53,-6161.034,14,6643.98,7,10242.17,9,8177.297,31,157929950.979,5251,-65250.243,4892,
62,97,Sm,,,0.0,0.0,5/2-, ,11.37,15,S,11.37,0.15,B-,100.0,0.0, , , , , , , , , , , ,3835.51,7324,-3023.90,12,-2348.97,11,-5653.495,12,5028.85,8,10407.54,15,8157.495,37,158933217.202,6369,-62207.775,5934,
62,98,Sm,,,0.0,0.0,0+, ,9.6,3,S,9.6,0.3,B-,100.0,0.0, , , , , , , , , , , ,3245.67,11183,-2262.82,7,-2186.06,200,-7232.793,200,6098.33,8,10969.48,12,8144.625,37,159935335.286,6370,-60234.793,5934,
62,99,Sm,,,0.0,0.0, , ,4.8,4,S,4.8,0.4,B-,100.0,0.0, , , , , , , , , , , ,5119.562,12415,-1262.82,12,-2635.33,26,-6436.962,298,4508.49,9,10959,200,8122.041,42,160939160.143,7318,-56671.962,6817,
62,100,Sm,,,0.0,0.0,0+, ,2.4,5,S,2.4,0.5,B-,100.0,0.0, , , , , , , , , , , ,4174,199,-809,196,-2900,280,-8160.0,358,5929,196,11583,357,8109,1,161941460,210,-54530,196,
63,67,EU,,,0.0,0.0,(1+), ,0.90,+49-29,MS,9.0E-4,3.9E-4,P,100.0,0.0, , , , , , , , , , , ,,,,,3242,708,13823.0,641,,,-1028.00,15,7951,4,129963840,537,-33683,500,
63,68,Eu,,,0.0,0.0,3/2+, ,17.8,19,MS,0.0178,0.0019,P,89.0,9.0,EC+B+,11.0,9.0, , , , , , , , ,,,,,3091,566,10863.0,567,13658,641,-947.09,5,7995,3,130957842,430,-39270,401,
63,69,Eu,,,0.0,0.0, , , , , , , ,P,0.0,0.0,EC+B+,-1.0,0.0, , , , , , , , ,,,,,3160,499,12879.0,499,11002,566,-644,566,8018,3,131954696,429,-42200,400,
63,71,Eu,,,0.0,0.0, , ,0.5,2,S,0.5,0.2,EC+B+,100.0,0.0,ECP,0.0,0.0, , , , , , , , ,-8626,499,-22140,582,3043,357,11448.0,357,10763,422,-14,422,8076,2,133946400,320,-49928,298,
63,72,Eu,,,0.0,0.0, , ,1.5,2,S,1.5,0.2,EC+B+,100.0,0.0,ECP,-1.0,0.0, , , , , , , , ,-9757,445,-20917,446,3088,280,8709.215,250,12291,357,61,277,8107,1,134941870,210,-54148,196,
63,73,Eu,,, ,0.0,(7+), ,3.3,3,S,3.3,0.3,EC+B+,100.0,0.0,B+P,0.09,0.0, , , , , , , , ,-7154,357,-19925,445,2959,246,10566.89,196,10167,277,675,249,8122,1,135939620,210,-56244,196,
63,74,Eu,4.9762,95,0.0,0.0,(11/2-), ,11,2,S,11.0,2.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-8932,298,-19127,298,2836.84,50,7880.63,43,11974,196,623.98,13,8150.573,32,136935430.722,4700,-60145.895,4378,
63,75,Eu,4.9779,94,0.0,0.0,(6-), ,12.1,6,S,12.1,0.6,EC+B+,100.0,0.0, , , , , , , ,5.3, , , ,-5949,198,-18607,299,2564.17,64,9748.093,30,9675.09,28,1012.11,51,8161.62,202,137933709,30000,-61749.669,27945,
63,76,Eu,4.9760,92,0.0,0.0,(11/2)-, ,17.9,6,S,17.9,0.6,EC+B+,100.0,0.0, , , , , , , ,6.1, , , ,-7767,196,-17669,196,2229.12,77,6982.177,17,11719.69,31,1189.25,18,8187.218,95,138929792.31,14117,-65398.042,13151,
63,77,Eu,4.9695,91,0.0,0.0,1+, ,1.51,2,S,1.51,0.02,EC+B+,100.0,0.0, , , , , , , ,1.365, ,0.31, ,-5203.664,58627,-17426,202,1759.06,86,8470.0,53,9659.21,53,1894.69,53,8197.732,368,139928087.637,55328,-66985.935,51538,
63,78,Eu,4.9697,91,0.0,0.0,5/2+, ,40.7,7,S,40.7,0.7,EC+B+,100.0,0.0, , , , , , , ,3.494, ,0.85, ,-6701.405,23456,-16214.67,31,1722.3,18,6008.28,15,11011.01,53,1758.66,18,8217.684,90,140924931.745,13568,-69925.629,12639,
63,79,Eu,4.9607,91,0.0,0.0,1+, ,2.34,12,S,2.34,0.12,EC+B+,100.0,0.0, , , , , , , ,1.536, ,0.12, ,-4353.955,41114,-16160.56,36,1202.1,41,7673.0,30,9459.16,33,2668.53,31,8226.427,212,141923441.836,32375,-71313.470,30158,
63,80,Eu,4.9636,91,0.0,0.0,5/2+, ,2.59,2,M,155.4,1.2,EC+B+,100.0,0.0, , , , , , , , , , , ,-6010,200000,-15353.10,30,834.27,17,5275.852,11,10999.15,32,2543.80,11,8245.817,77,142920298.681,11793,-74241.300,10986,
63,81,Eu,4.9612,91,0.0,0.0,1+, ,10.2,1,S,10.2,0.1,EC+B+,100.0,0.0, , , , , , , ,1.893, ,0.1, ,-3859.63,29955,-15459.15,201,169.66,27,6346.402,11,9449.15,15,3390.95,11,8254.173,75,143918819.517,11582,-75619.133,10789,
63,82,Eu,4.9663,91,0.0,0.0,5/2+, ,5.93,4,D,512352.0,3456.0,EC+B+,100.0,0.0, , , , , , , ,3.993, ,0.29, ,-5065.187,19953,-14303.32,28,106.5,14,2659.811,3,10443.69,11,3314.94,271,8269.274,21,144916272.668,3334,-77991.507,3106,
63,83,Eu,4.9789,92,0.0,0.0,4-, ,4.61,3,D,398304.0,2592.0,EC+B+,100.0,0.0, , , , , , , ,1.422, ,-0.179, ,-1031.758,7076,-12262.54,21,1599.59,24,3878.768,7,7197.35,7,3755.19,6,8261.932,41,145917210.909,6468,-77117.541,6026,
63,84,Eu,4.9938,94,0.0,0.0,5/2+, ,24.1,6,D,2082240.0,51840.0,EC,99.9978,6.0E-4,A,0.0022,6.0E-4, , , , ,3.724, ,0.55, ,-2187.811,2524,-9530.29,5,2990.98,3,1721.598,3,8498.53,6,3837.42,4,8263.541,18,146916752.276,2823,-77544.756,2630,
63,85,Eu,5.0045,97,0.0,0.0,5-, ,54.5,5,D,4708800.0,43200.0,EC+B+,100.0,0.0,A,9.4E-7,2.8E-7, , , , ,2.34, ,0.35, ,-30.003,10019,-9013.70,10,2691.85,10,3036.933,10,6825.89,10,4321.95,10,8253.827,68,147918089.294,10748,-76299.331,10013,
63,86,Eu,5.0202,103,0.0,0.0,5/2+, ,93.1,4,D,8043840.0,34560.0,EC,100.0,0.0, , , , , , , ,3.565, ,0.716, ,-1314.101,4136,-8243.10,4,2401.45,5,694.625,4,8213.10,11,4393.82,4,8253.554,27,148917937.086,4241,-76441.112,3951,
63,87,Eu,5.0296,108,0.0,0.0,5-, ,36.9,9,Y,1.16447544E9,2.840184E7,EC+B+,100.0,0.0, , , , , , , ,2.708, ,1.13, ,971.7,3543,-7736.54,7,2237.16,7,2258.905,6,6422.44,7,4945.47,6,8241.346,42,149919707.229,6712,-74792.234,6253,
63,88,Eu,5.0522,46,0.0,0.0,5/2+,GE,1.7E+18, ,Y,5.364792E25,1.5778797317604E32,A,-1.0,0.0, , , , , , , ,3.4717, ,0.903, ,-464.116,2779,-6960.24,6,1964.49,107,-76.575,1837,7931.94,6,4890.69,55,8239.297,9,150919856.86,1422,-74652.854,1325,
63,89,Eu,5.1064,66,0.0,0.0,3-, ,13.517,9,Y,4.265640792E8,284018.4,EC+B+,72.08,0.13,B-,27.92,0.13, , , , ,-1.9401, ,2.71, ,1818.661,702,-6770.83,278,1552.55,6,1874.348,1796,6306.72,10,5600.95,54,8226.583,9,151921751.235,1423,-72888.255,1326,
63,90,Eu,5.1115,62,0.0,0.0,5/2+, ,STABLE, , , , , , , , , , , , , , ,1.5324, ,2.412, ,-484.671,717,-6731.62,71,272.12,199,-807.536,1804,8550.28,12,5893.59,69,8228.699,9,152921237.043,1428,-73367.222,1330,
63,91,Eu,5.1239,79,0.0,0.0,3-, ,8.601,10,Y,2.714269176E8,315576.0,B-,99.982,0.012,EC+B+,0.018,0.012, , , , ,-2.005, ,2.84, ,1967.834,755,-6926.89,74,-565.9,20,717.055,1987,6442.22,24,6467.41,74,8217.098,9,153922985.955,1444,-71738.121,1346,
63,92,Eu,5.1221,69,0.0,0.0,5/2+, ,4.753,14,Y,1.499932728E8,441806.4,B-,100.0,0.0, , , , , , , ,1.52, ,2.494, ,251.788,870,-6183.45,85,-856.94,5,-1627.273,2043,8151.29,40,6651.89,117,8216.674,9,154922900.102,1504,-71818.092,1401,
63,93,Eu,5.1264,71,0.0,0.0,0+, ,15.19,8,D,1312416.0,6912.0,B-,100.0,0.0, , , , , , , , , , , ,2452.366,3409,-6083.99,3,-1253.28,26,-722.118,9,6335.77,3,7180.70,4,8204.617,23,155924763.285,3853,-70082.548,3590,
63,94,Eu,5.1351,75,0.0,0.0,5/2+, ,15.18,3,H,54648.0,108.0,B-,100.0,0.0, , , , , , , ,1.5, ,2.6, ,1364.565,4203,-4995.31,4,-1236,10,-2781.331,6,7447.68,5,7387.45,9,8199.795,27,156925432.791,4572,-69458.908,4259,
63,95,Eu,5.1413,78,0.0,0.0,(1-), ,45.9,2,M,2754.0,12.0,B-,100.0,0.0, , , , , , , ,1.44, ,0.66, ,3434.358,10323,-4503.03,10,-1168.13,47,-2004.945,11,5867.60,11,7866.58,11,8185.035,65,157927798.581,11008,-67255.188,10255,
63,96,Eu,5.1498,84,0.0,0.0,5/2+, ,18.1,1,M,1086.0,6.0,B-,100.0,0.0, , , , , , , ,1.38, , , ,2518.15,4391,-3425.06,4,-1528.27,6,-3835.51,7,6859.41,11,8082.01,7,8176.697,27,158929099.612,4643,-66043.285,4325,
63,97,Eu,,,0.0,0.0,1, ,38,4,S,38.0,4.0,B-,100.0,0.0, , , , , , , , , , , ,4461.278,9586,-2990.34,10,-1741.73,10,-3245.67,11,5508.49,10,8561.66,11,8160.021,59,159931850.916,10199,-63480.463,9501,
63,98,Eu,,,0.0,0.0, , ,26,3,S,26.0,3.0,B-,100.0,0.0, , , , , , , , , , , ,3714.299,10525,-1921.10,10,-1919.4,13,-5119.562,12,6382.38,14,8845.70,12,8148.98,65,160933664.066,11164,-61791.524,10399,
63,99,Eu,,,0.0,0.0, , ,10.6,10,S,10.6,1.0,B-,100.0,0.0, , , , , , , , , , , ,5577,35000,-1268.89,35,-2039.11,38,-4173.401,199,4983.19,37,9320.41,36,8129.438,217,161936979.303,37819,-58703.401,35229,
63,100,EU,,,0.0,0.0, , ,7.7,4,S,7.7,0.4,B-,100.0,0.0, , , , , , , , , , , ,4829,65000,-275.80,66,-2355.52,66,-5764.886,305,5852.80,74,9244,206,8115.471,402,162939360.977,70364,-56484.886,65544,
64,70,Gd,,,0.0,0.0,0+, , , , , , , , , , , , , , , , , , , , ,,,,,3779,566,8626.0,500,13514,641,1355,499,8006,3,133955660,430,-41302,401,
64,71,Gd,,,0.0,0.0,(5/2+), ,1.1,2,S,1.1,0.2,EC+B+,100.0,0.0,ECP,18.0,0.0, , , , , , , , ,-11565,566,,,3318,566,9758.0,445,11159,566,1751,499,8029,3,134952345,429,-44390,400,
64,72,Gd,,,0.0,0.0,(0+),GE,200, ,NS,2.0E-7,5.0E15, , , , , , , , , , , , , , ,-12960,582,-24336,499,3565,422,7154.0,357,12771,499,2231,357,8064,2,135947300,320,-49090,298,
64,73,Gd,,,0.0,0.0,(7/2), ,2.2,2,S,2.2,0.2,EC+B+,100.0,0.0,ECP,-1.0,0.0, , , , , , , , ,-10246,499,-23155,582,3593,422,8931.895,298,10195,422,2259,357,8080,2,136945020,320,-51214,298,
64,74,Gd,,,0.0,0.0,0+, ,4.7,9,S,4.7,0.9,EC+B+,100.0,0.0, , , , , , , , , , , ,-12132,357,-22904,446,3151,277,5949.669,198,12658,357,2943,196,8113,1,137940096,210,-55800,196,
64,75,Gd,,,0.0,0.0,(9/2-), ,5.8,9,S,5.8,0.9,B+P,0.0,0.0,EC+B+,0.0,0.0, , , , , , , , ,-9501,357,-22034,357,2801,249,7766.042,196,9903,277,3171,198,8126,1,138938130,210,-57632,196,
64,76,Gd,,,0.0,0.0,0+, ,15.8,4,S,15.8,0.4,EC+B+,100.0,0.0, , , , , , , , , , , ,-11300,800000,-21723,299,2603.7,31,5203.664,59,12222,198,3673.20,31,8154.975,200,139933674,30000,-61782.271,27945,
64,77,Gd,,,0.0,0.0,1/2+, ,14,4,S,14.0,4.0,EC+B+,100.0,0.0,B+P,0.03,0.01, , , , , , , , ,-8683.387,107098,-20813.27,801,2377.39,47,6701.405,23,9513.27,34,3527.26,55,8164.608,140,140932126,21213,-63224.224,19760,
64,78,Gd,,,0.0,0.0,0+, ,70.2,6,S,70.2,0.6,EC+B+,100.0,0.0, , , , , , , , , , , ,-10400,700000,-20490.00,109,2113.33,30,4353.955,41,11806.61,34,4322.86,31,8190.256,197,141928116,30000,-66959.515,27945,
64,79,Gd,,,0.0,0.0,(1/2)+, ,39,2,S,39.0,2.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-7812.117,206750,-19743.10,729,1724,201,6010.0,201,9343.10,202,4206.80,203,8198.318,1401,142926750.682,215032,-68231.300,200301,
64,80,Gd,,,0.0,0.0,0+, ,4.47,6,M,268.2,3.6,EC+B+,100.0,0.0, , , , , , , , , , , ,-9391.323,39520,-19411.64,58,1271.52,31,3859.629,30,11599.52,202,4807.17,30,8221.937,194,143922963,30000,-71759.504,27945,
64,81,Gd,4.9786,77,0.0,0.0,1/2+, ,23.0,4,M,1380.0,24.0,EC+B+,100.0,0.0, , , , , , , ,-0.74, , , ,-6537.909,108066,-18629.46,34,582.67,21,5065.187,20,9238.13,34,4596.16,22,8228.946,136,144921710.37,21158,-72926.320,19709,
64,82,Gd,4.9801,140,0.0,0.0,0+, ,48.27,9,D,4170528.0,7776.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-8322.173,44749,-17768.69,109,475.77,5,1031.758,7,11230.78,20,5383.25,5,8249.506,28,145918318.548,4409,-76085.783,4108,
64,83,Gd,,,0.0,0.0,7/2-, ,38.06,12,H,137016.0,432.0,EC+B+,100.0,0.0, , , , , , , ,1.02, , , ,-4614.28,8147,-15664.65,45,1735.29,200,2187.811,3,7342.48,4,5528.37,6,8243.336,13,146919100.987,2109,-75356.945,1965,
64,84,Gd,5.0080,171,0.0,0.0,0+, ,71.1,12,Y,2.24374536E9,3.786912E7,A,100.0,0.0, , , , , , , , , , , ,-5732.246,12529,-13597.98,8,3271.29,3,30.002,10,8983.70,123,6013.54,236,8248.338,11,147918121.503,1668,-76269.329,1554,
64,85,Gd,,,0.0,0.0,7/2-, ,9.28,10,D,801792.0,8640.0,EC+B+,100.0,0.0,A,4.3E-4,1.0E-4, , , , ,0.88, , , ,-3638.343,4339,-12661.25,13,3099.39,3,1314.101,5,6929.00,3,6116.65,10,8239.484,23,148919347.831,3607,-75127.011,3360,
64,86,Gd,5.0342,159,0.0,0.0,0+, ,1.79E+6,8,Y,5.6488104E13,2.524608E12,A,100.0,0.0, , , , , , , , , , , ,-4658.213,8379,-12346.58,7,2807.46,6,-971.7,9,8708.24,7,6611.79,7,8242.609,41,149918664.066,6523,-75763.934,6076,
64,87,Gd,,,0.0,0.0,7/2-, ,123.9,10,D,1.070496E7,86400.0,EC,100.0,0.0,A,8.0E-7,0.0, , , , ,0.77, , , ,-2565.233,3762,-11154.33,8,2652.7,291,464.117,3,6496.12,7,6685.47,7,8231.043,20,150920355.109,3280,-74188.737,3056,
64,88,Gd,5.0774,47,0.0,0.0,0+, ,1.08E14,8,Y,3.4082208E21,2.524608E20,A,100.0,0.0, , , , , , , , , , , ,-3990,40000,-11154.73,4,2204.43,104,-1818.661,1792,8589.50,285,7343.03,70,8233.401,8,151919798.822,1294,-74706.916,1206,
64,89,Gd,,,0.0,0.0,3/2-, ,240.4,10,D,2.077056E7,86400.0,EC,100.0,0.0, , , , , , , ,0.38, , , ,-1569.213,3845,-10236.95,40,1828.27,74,484.671,1793,6246.95,13,7283.27,71,8220.418,8,152921757.359,1291,-72882.551,1203,
64,90,Gd,5.1223,40,0.0,0.0,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-3549.651,45298,-10463.93,4,920.27,66,-1967.833,1801,8894.72,17,7627.70,73,8224.796,8,153920873.398,1285,-73705.954,1197,
64,91,Gd,5.1319,41,0.0,0.0,3/2-, ,STABLE, , , , , , , , , , , , , , ,-0.25723, ,1.27, ,-819.83,9789,-9984.89,45,81.48,67,-251.788,1839,6435.24,18,7620.73,77,8213.251,8,154922629.796,1278,-72069.880,1191,
64,92,Gd,5.1420,42,0.0,0.0,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-2444.117,3679,-9356.18,10,-197.23,33,-2452.366,4,8536.35,7,8005.79,87,8215.322,8,155922130.562,1277,-72534.914,1190,
64,93,Gd,5.1449,42,0.0,0.0,3/2-, ,STABLE, , , , , , , , , , , , , , ,-0.3398, ,1.36, ,-60.043,297,-8803.99,4,-688.7,39,-1364.565,4,6359.88,15,8029.90,3,8203.504,8,156923967.87,1276,-70823.473,1189,
64,94,Gd,5.1569,43,0.0,0.0,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-1218.878,987,-7997.43,30,-659.29,90,-3434.358,10,7937.39,6,8519.61,4,8201.819,8,157924111.646,1276,-70689.546,1189,
